0,1.196909844,-0.344333223
0,-0.560902363,0.570744599
0,-0.662716061,0.579310373
0,0.939761563,0.338665361
0,0.878510009,0.371337891
0,-0.641742444,0.737683735
0,-0.841398337,-0.102256535
1,-0.136996857,-0.065654886
1,-0.706130135,0.900677945
1,1.020226528,0.443437761
1,0.957607146,0.087320711
1,-0.625644862,0.982207174
0,-0.869892046,0.366995824
0,-1.258990113,-0.055896016
0,-0.775651965,-0.705177936
0,-0.514912529,-0.153977688
0,0.939922078,0.38088234
0,1.006671395,-0.223721767
1,-0.76483219,-0.271292611
1,0.97722695,0.251112127
0,1.043678053,-0.2443637
0,0.936938491,0.384450549
0,0.942139053,0.178580885
0,-0.021985711,-0.156498995
1,-1.132622445,0.146212343
0,0.939292871,0.258637881
0,-0.405487309,0.033864853
0,-1.328598121,-0.040182206
0,-1.09567521,0.440992499
0,-0.698786885,-0.323327108
0,-0.746703158,0.346693892
0,-0.67789508,-0.145881757
0,1.011120858,0.427743659
0,0.978032485,-0.26643871
0,1.001706501,0.150028439
0,-0.680183774,-0.389922653
0,-0.360304867,-0.109240391
0,0.918255082,0.433223281
0,0.957907388,0.301197581
0,-0.599483845,0.872851288
0,-1.167111278,0.410495367
0,-0.936020249,-0.60939891
1,-0.544849247,-1.081198458
0,-0.793476113,0.314378319
0,-0.726673851,0.178976912
0,-0.017062066,-0.660936641
0,0.992996721,0.471696934
0,0.983450232,0.234247562
1,1.005450695,0.451217376
1,-0.846567052,-1.114504155
0,-0.898816877,0.501731447
1,-0.799312577,0.682616822
0,0.903815886,0.472612317
0,-0.882275454,0.456548824
0,0.939838791,0.511410711
0,0.906320834,0.55854946
0,0.914155537,0.247556471
0,0.979795968,0.535738801
1,-0.660361796,0.817946851
0,0.901772321,0.502046186
0,-1.122831234,0.531270356
0,0.982497768,0.041887202
1,-0.558368931,-0.432527751
1,-0.745293235,0.11486571
0,0.894379033,0.478258123
0,0.93902966,0.400894825
1,-0.875517755,-0.352576707
0,-1.270533889,0.158523406
0,0.948623282,0.09778775
0,0.912765703,0.426424819
0,-1.111719343,0.628275295
0,-0.635950179,-0.577338928
0,-0.915469551,0.885676468
0,-0.645081075,1.019975834
0,-0.77640568,-0.112400976
0,-0.800156258,-0.58126236
0,-0.967512591,-0.370032755
1,0.927249767,0.381777029
0,1.159808097,-0.439858619
1,-1.084023008,0.026738047
0,-0.68020107,-0.86757904
0,-0.468764643,0.698530037
1,0.940349628,0.429656074
0,1.155351428,-0.493591729
0,-0.826061761,-0.538728397
0,-0.362420548,-0.883521447
1,0.989404049,0.2205349
0,-0.838003514,0.100229967
1,-0.741611708,-0.202424249
1,-1.066231343,-0.051827786
0,0.195763111,-0.794306329
0,-0.538569745,-0.127271734
1,-0.51211225,-0.402593318
1,-0.9709162,-0.563152966
0,-1.223570673,0.211366495
0,0.983235628,0.013292898
0,0.979253468,0.274419359
1,-0.930307189,-0.593586797
0,-0.936609667,0.33924406
0,0.993103014,0.239558822
0,-0.812125127,0.200332711
0,1.020370304,0.418597008
1,-1.043612044,0.076258305
1,1.12463917,-0.336567624
0,0.991116989,0.172083679
0,0.940483911,0.43423161
0,1.085491321,-0.304861501
0,-0.611049389,0.958098939
1,0.941315525,0.32781839
0,-1.10617498,0.645454032
0,1.107424064,-1.292761433
0,-0.835733619,0.858433423
0,-1.143032792,0.113504465
0,0.843113037,0.457370819
1,0.071622449,0.003246382
0,-0.453058913,-0.086265213
1,1.007575985,0.450034291
0,1.015281508,-1.249909465
1,-0.952260572,0.227573529
0,-1.090440169,0.449227975
0,-0.290773779,-0.884684321
0,1.099606854,-0.340525415
0,0.985247254,0.18017509
0,-1.03901264,0.206944611
0,-0.763338823,-0.238395347
1,-0.021224658,-0.152840416
0,0.969023432,0.068547316
0,-0.447664766,0.048633122
0,0.987480857,0.240368035
1,-0.61025829,-0.129718941
0,-1.036606679,0.648185426
0,-1.035730404,0.648426999
0,1.140341802,-0.391340899
1,-0.551368639,0.241024759
0,-0.516463871,-1.484386421
0,-1.193026182,0.158547483
0,0.850129589,0.399101428
0,-1.168651605,0.27270944
0,-0.68870474,0.599239045
0,-0.84153856,0.27971566
0,-0.652220278,0.826617507
0,-0.7038208,-1.690141842
0,0.996837013,0.226819964
0,-0.513912263,-0.403400444
0,-0.952814763,-0.398201676
0,1.083774778,-0.512258647
0,1.163995198,-0.558818472
0,1.039081565,-0.280312335
0,-0.455750096,-0.333732902
0,0.143430497,-0.236469045
0,-0.890776259,0.509368342
1,-0.70402289,0.900412867
0,-1.200479975,0.016683179
0,-0.772018254,-0.229229397
0,1.080214335,-0.845814955
0,0.958876637,0.08113031
0,-1.038621894,0.650957604
0,1.091636455,-0.29379875
0,0.960177503,0.291375282
1,0.95162349,0.330587131
0,1.088334513,-0.515786535
1,1.112170319,-0.314501812
0,1.159642192,-0.977979405
0,-0.012743564,-0.009235895
0,-0.493426096,0.128866089
0,-0.699972069,-0.523340298
0,0.907675028,0.432904301
1,-0.801523537,0.434778224
0,0.928682526,0.415996221
0,0.979263693,0.253741366
1,-1.149216617,0.127877932
1,-0.650855522,-0.957619803
0,-0.366907171,-1.249985865
0,-0.482788524,-0.040245599
0,-0.889663127,0.841988556
1,0.994040266,0.029094807
0,-0.859318121,-0.501873795
0,1.013299385,-0.374749143
0,-0.094615795,-0.171754465
0,0.931808752,0.411570937
0,0.931183153,0.355019067
0,-0.007860289,-0.154698901
0,0.992202484,0.475517653
1,-0.894228087,0.499477709
1,-0.847413115,-0.345417433
0,-0.966867672,0.250884178
0,0.833951616,0.278879869
1,1.004773888,0.499035976
0,-1.150453044,0.203382867
0,0.933735738,0.39098912
0,-1.144382956,0.13573756
1,-0.448852425,0.691360421
0,0.866324932,-1.101320172
1,-0.497553013,-1.470751632
0,-1.104922883,0.472967261
0,-0.56630284,0.02278158
1,0.984991596,0.250723261
0,-0.807834049,-0.194226589
0,0.926243563,0.402175963
1,0.810067846,0.343658302
1,-0.71370103,0.933796123
0,-0.33881348,0.09632999
