650.022123,-1585.51909,95.39064435
-4426.804978,-4042.451509,-1534.804743
-4841.998706,-2578.762176,-3801.38479
990.3464379,6279.805997,-1396.959815
10657.99873,2159.725815,20.04298268
-2765.961592,959.8707272,-979.7048733
-715.5508912,2013.002266,3259.03438
-4474.583666,-1429.496972,842.6338691
-6712.095396,2205.909156,1403.852185
-4823.634353,-13480.5592,1375.782638
-7974.828984,-5711.218925,-333.840504
36.39378002,6037.896409,2635.583181
19940.20205,-4591.28648,3038.782474
9396.69558,-5913.157037,4401.579369
12660.37043,-4541.945435,3777.003222
-2997.725899,6093.879299,2770.048279
-10589.52356,-6584.215943,206.3366758
-6367.095179,3680.712673,-2416.407452
6623.825337,-1254.719526,1627.004566
-4861.531568,225.5922659,3278.738185
4794.244164,3988.799358,1853.529266
-7244.866838,7347.723254,-739.6726144
19299.26568,6936.810676,-963.6652139
19941.08824,-26312.6546,-14607.43295
11493.07485,-6171.386509,717.2715156
3309.94467,1161.256752,4139.395809
-2968.639061,7158.868536,286.1971632
872.1602316,7603.888196,3163.472135
-4895.518967,-24552.37355,-2437.67369
29261.09304,10083.3375,7135.30646
6394.14888,-376.4173216,4015.825018
-9813.276727,4162.831536,-1827.861238
8061.356144,7976.990618,4526.11923
17605.45098,3963.571783,934.1284924
-11528.0156,6048.978249,222.9951963
-11315.51642,-3970.226926,1186.554547
17225.16675,5190.819241,2909.407974
3692.391045,-6864.586473,1180.046481
-6058.938868,-14122.30776,-659.82847
43223.09733,14003.59464,2724.132769
12657.24054,5035.03289,-4169.157295
6484.405737,3747.75427,2441.300567
-1047.263872,-7831.460046,4130.763499
-9967.853638,-18648.76242,3095.569336
-2468.709634,-3417.668225,2227.277185
-3853.458407,-21374.1761,-4871.794373
-7070.678613,-17409.42804,-122.2025754
41411.31631,-65788.29789,-6192.188181
-645.5983571,-3328.870145,2785.553172
-3979.648675,-28779.19423,-235.2293958
-6354.520902,7165.284512,-1480.820583
-9226.063319,1181.109944,1176.610822
27289.52097,5807.651286,7338.43174
-10914.6928,-7389.762466,-863.2013885
13981.64431,9506.073901,3259.017248
-7343.500111,2895.739861,437.8036777
-3819.719188,-33191.60421,-5065.578609
