650.022123,-1585.51909
-4426.804978,-4042.451509
-4841.998706,-2578.762176
990.3464379,6279.805997
10657.99873,2159.725815
-2765.961592,959.8707272
-715.5508912,2013.002266
-4474.583666,-1429.496972
-6712.095396,2205.909156
-4823.634353,-13480.5592
-7974.828984,-5711.218925
36.39378002,6037.896409
19940.20205,-4591.28648
9396.69558,-5913.157037
12660.37043,-4541.945435
-2997.725899,6093.879299
-10589.52356,-6584.215943
-6367.095179,3680.712673
6623.825337,-1254.719526
-4861.531568,225.5922659
4794.244164,3988.799358
-7244.866838,7347.723254
19299.26568,6936.810676
19941.08824,-26312.6546
11493.07485,-6171.386509
3309.94467,1161.256752
-2968.639061,7158.868536
872.1602316,7603.888196
-4895.518967,-24552.37355
29261.09304,10083.3375
6394.14888,-376.4173216
-9813.276727,4162.831536
8061.356144,7976.990618
17605.45098,3963.571783
-11528.0156,6048.978249
-11315.51642,-3970.226926
17225.16675,5190.819241
3692.391045,-6864.586473
-6058.938868,-14122.30776
43223.09733,14003.59464
12657.24054,5035.03289
6484.405737,3747.75427
-1047.263872,-7831.460046
-9967.853638,-18648.76242
-2468.709634,-3417.668225
-3853.458407,-21374.1761
-7070.678613,-17409.42804
41411.31631,-65788.29789
-645.5983571,-3328.870145
-3979.648675,-28779.19423
-6354.520902,7165.284512
-9226.063319,1181.109944
27289.52097,5807.651286
-10914.6928,-7389.762466
13981.64431,9506.073901
-7343.500111,2895.739861
-3819.719188,-33191.60421
-6283.369282,-6557.393184
452.7033074,7975.486362
-6217.640928,-624.9204825
-4220.191776,691.381753
30398.84071,-62369.3729
-3.99E+03,-9.21E-01
-1434.56579,-11006.44944
-7828.447046,5781.641592
-8087.406587,-45950.83909
-12806.88169,1097.570069
7843.171152,-4654.938306
-8848.308772,1942.316229
-4760.832624,7071.546441
5008.66284,7252.027333
7622.966083,-8144.471431
-7004.44667,4300.944747
8430.182404,1449.177997
-3789.211872,-1802.232112
7333.170549,10517.50814
-10720.74518,1955.608719
1867.851005,-22634.71585
-2350.453367,7748.302987
-11004.31084,4012.721146
-6238.532372,6625.74327
-11207.13286,-9944.870211
-1300.063077,-4621.180828
7623.499552,8762.093613
-1013.461919,3353.323154
13653.67741,-99226.73412
19878.45663,-58470.62454
31824.24684,3533.844016
-3982.898509,6443.32949
12388.32081,5242.157826
-1617.623812,8542.818961
879.2634122,6745.801581
1529.142316,-35961.51367
3605.220815,7380.789526
-5777.8975,-7364.932767
-12606.75952,2424.367948
-12613.44423,-154.7075127
-12878.34612,8262.522354
-12764.44055,8215.970144
-2769.088375,7315.990877
195.053489,-6238.743928
-9444.126286,-11579.44852
-8891.331019,-1754.838001
45183.3111,6064.936093
1007.852611,6099.094907
2357.94464,6877.428465
-10518.71013,-5065.318414
-2254.081539,-10388.53398
-10415.63593,-1656.485369
-8181.093372,-22105.0139
-1159.619353,7873.011812
1430.40494,-11381.0823
7154.597488,7449.091772
1614.754011,7669.874306
4887.219453,8666.303667
-1856.040981,7277.280327
-1795.161928,6096.971704
-5507.080974,3330.57647
7365.780549,8157.141983
-4346.64415,6826.518624
4095.123041,7411.377362
-8671.858169,6389.219621
-1135.395738,9863.069713
-376.5979947,-2923.171932
22959.54797,9515.312855
64420.95895,10008.4616
6910.084277,8731.657973
9339.077427,-1719.407277
-12003.60263,967.7806066
28445.07138,11650.85264
-5121.945249,7750.097171
-11246.30891,8475.916633
1593.446162,7172.263428
-3955.531385,8278.00824
-5739.596085,6974.080682
-6795.146232,6805.698577
-6688.476693,-1360.828587
-8860.557951,-1587.581505
827.6339964,4002.006723
-7207.865157,4025.512168
5234.307363,2523.0815
18276.7276,1286.199677
24535.96447,2970.181336
-1737.812218,8307.728884
5519.172696,7292.302087
11436.24948,-24516.85625
-5330.761063,6981.405684
-3675.507078,5631.335917
-6927.977531,8711.533749
18097.96471,10233.04002
2913.474835,8221.000158
-11475.63493,5519.678343
5762.27034,7721.043912
-8586.255301,2436.881249
-12827.62586,8758.273386
-8926.220962,-15697.14753
-7948.759033,-7460.833134
4749.161503,7937.008965
-9052.097676,-3143.595436
-11253.94175,-9297.00244
-10304.76808,-4395.969765
-918.4974574,9596.549586
2284.553433,6476.172503
-4207.298223,-24216.41496
-6533.699018,-2391.302624
5328.076754,-13808.41473
-7010.472037,-3126.459302
-9919.3536,4355.373995
-7409.957426,8446.396048
-7539.457221,7382.407057
-11187.84016,-8450.763092
-8450.238964,-23194.56954
-11384.40893,34.57420559
-10688.82944,-13838.70045
-12233.51293,4134.328679
-9398.707911,-5670.935898
33479.99727,4851.308071
610.8099314,2864.054286
-1354.918924,2566.077432
-8805.267894,4601.160273
124.2013138,-374.359619
103863.4253,-9910.349629
-11073.58996,-6066.589753
37917.65923,-27331.45016
-12731.95293,4664.300377
-4283.535364,5536.684751
-9836.436037,7912.087833
-8576.296135,-3687.782983
-3566.254385,-5632.685094
-10395.70716,-7436.840401
5076.552931,6049.625032
104.0458007,9119.280854
-7656.852768,6877.433138
-11463.32491,-10541.45075
-6018.066744,6634.610217
5425.20518,3984.53342
20659.77409,4656.35721
-9351.225313,-4151.825586
-788.5761151,3598.089058
-3512.640301,6946.018679
-6859.28948,-18955.28217
-5262.980172,-22229.00444
14362.18022,-1969.277622
-12607.38996,6500.206489
-10821.23152,4533.416192
-9381.225053,-18543.18037
-6934.440106,8295.392547
-9612.363479,112.3334353
-10833.35484,1350.766651
-5369.561796,-14514.66398
5400.385799,8660.136286
5028.181485,-41962.76823
-5776.690454,7367.249262
-8743.293938,-951.8046486
-9511.290832,-5186.985015
-8130.255898,-10538.32355
-6753.263381,-32252.16056
4926.973671,8428.739628
-11003.47326,-8762.463556
-8914.924689,8036.03572
1460.282659,8905.751802
-6627.507356,-4123.343935
-7062.590324,6648.387315
-9165.136672,3543.281475
-6022.771308,8094.237623
-282.0174653,5065.031436
8472.439824,31.42993574
-8758.237074,6846.78205
-11406.7994,6562.366062
-3417.680992,6271.672824
-171.8850591,2351.423838
-9401.89109,75.66672168
12494.70308,7703.853267
-11572.26265,3692.356478
3159.631568,6039.88898
-10523.13846,3139.143929
-4378.107493,6905.464054
6081.581239,8465.918947
-5994.614217,8928.536772
34406.70107,9531.130977
10894.55593,3982.931973
11658.64057,8591.538652
5202.401636,8095.436179
-1529.766673,3564.76224
-5505.438293,-4009.473971
-8708.099601,-8069.888214
-4072.666165,7037.284949
221.6325852,9757.95892
2749.218326,5767.55875
-4044.077921,5940.037239
-9683.396195,6680.023075
-1356.276344,-35068.7407
-5192.870846,4945.49117
17538.01135,-5192.357577
68.96875834,-3591.907857
18096.51447,10910.87804
-1608.729713,3298.548041
-4031.707722,6050.535927
43188.25166,10714.10519
40054.81475,6198.806537
-3678.378356,5361.994822
-4528.562335,8377.758086
9709.938855,9231.086651
-10146.70982,2376.780295
-10237.53198,-10114.76508
-2208.518577,-13452.44586
-9876.746873,-14997.15424
8094.882879,8133.399442
529.2890769,-11536.07799
1895.079129,9418.126483
-7827.303395,8096.308405
-10449.79451,5155.699993
-11378.00108,-747.4808063
23806.38812,10093.57092
-12082.82458,6307.855636
-12432.70304,7857.903237
15515.84372,4372.664213
-1888.213797,8958.612887
-621.5268046,6907.009647
5127.222256,-1262.203201
-9453.058381,5744.460071
25.59000356,795.511888
36189.8335,8606.296984
13923.9476,8270.832958
56664.56257,4286.045631
26303.48086,10053.34488
-5885.307756,7081.418568
3302.364163,7233.038423
2711.815157,9164.036502
28596.45356,13062.31821
-10219.90653,5559.482308
-6547.008818,5197.265371
-9399.110064,3946.319487
-7301.043577,-8194.588701
8217.895314,4745.703881
-5434.841537,3869.728095
6079.423536,7223.777936
-4512.609609,1368.227911
-5515.844066,-2099.295636
-12739.35671,6729.042646
3991.296523,1488.949389
-5208.353548,-16230.54937
-9349.805713,-3376.214323
-9618.10944,-7037.205617
-10701.23299,-18378.40422
-11003.46138,-6016.418898
-3926.987689,-16404.67722
4156.579746,7183.759068
-6224.080645,6648.22085
-8997.800736,-14621.33061
-4275.244634,7056.142021
16739.59171,4481.712558
-9659.458277,-13765.0595
-2951.012693,7589.903695
-2102.149854,2870.061613
-9156.036445,-9466.533762
-5720.471941,7179.809058
-11302.60129,2312.266555
-1069.524416,5788.46809
387.0676638,-21124.37929
-11008.29112,5232.271567
